Artist,Name,Date,ID,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
Laufey,Like the Movies,2021-10-19,6jh16zx3qgGeLA5J3iihS0,0.571,0.271,0,-10.237,0.0357,0.907,9.34e-05,0.146,0.217,87.01,162759
Flower Face,April to Death,2021-10-19,0vOG2aItgYqEIhnX71WnAW,0.607,0.38,8,-11.053,0.0291,0.811,7.46e-05,0.116,0.289,98.002,232618
Louie Zong,Dog Named Dog,2021-10-19,0zr9mB4eR7gGieGdp1OIua,0.816,0.266,0,-17.55,0.0615,0.383,0.694,0.106,0.571,109.965,163747
Miki Fiki,Scrub,2021-10-14,02iziwT7tS3Pptu8QWUMi5,0.688,0.705,9,-9.438,0.07,0.0562,2.73e-05,0.0666,0.756,81.552,195460
Destroy Boys,Honey I'm Home,2021-10-11,7ihrhrqGhR9JjQ2U0WXC9f,0.382,0.972,7,-3.213,0.0612,0.000215,0.00369,0.679,0.198,89.926,193613
Burn The Ballroom,Crazy,2021-10-11,6wbS5n3MiWd0ekuNfECGM2,0.43,0.591,5,-9.008,0.0441,0.0775,0,0.285,0.784,175.778,196930
Mother Mother,Arms Tonite,2021-10-05,1rRwwqteLePmi70PGaC8ah,0.687,0.646,4,-3.841,0.039,0.0973,0.000593,0.161,0.323,139.978,216667
Mother Mother,Burning Pile,2021-10-05,0zMAvsQmaQ4DGsmXtKixpn,0.516,0.755,5,-3.724,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173
Ricky Montgomery,Talk to You,2021-10-03,5YIAMIFBXGXsyJwJmqUMZo,0.514,0.671,2,-7.048,0.0287,0.048,0.000218,0.194,0.356,179.934,214724
Marney,Conversations,2021-09-18,6XfjfDpIUWI0sE0WBBnQfD,0.599,0.814,3,-5.38,0.0643,0.0828,0.000225,0.0689,0.316,88.049,208747
Who's Molly?,Until I Found You,2021-09-17,7MJqRdFg4A28e254D7NIns,0.503,0.959,5,-6.636,0.047,1.45e-05,0.036,0.123,0.896,160.086,174811
Teddy Hyde,A Wistful Waltz,2021-09-16,0DMmy25j0xgmVDdtC3NlxZ,0.637,0.297,1,-15.079,0.0345,0.506,0.00079,0.219,0.249,113.412,252000
Em Beihold,City of Angels,2021-09-12,5amAJIEdIVtWYEi4wGp7Fn,0.684,0.371,4,-7.248,0.0436,0.791,0,0.316,0.338,75.018,194308
Em Beihold,Groundhog Day,2021-09-12,7iJCi5gA66aaDYLjmak4dO,0.803,0.459,6,-8.124,0.0689,0.56,0,0.0747,0.51,84.967,173620
Mother Mother,Body,2021-09-09,0VmREvheUiN0xgM5fJYQqp,0.596,0.633,10,-3.602,0.0594,0.131,0,0.343,0.473,148.09,213573
Mahogany Purple,Still Loving You,2021-09-09,1WaIcznKbbFKRUbENK6dBe,0.582,0.735,1,-7.2,0.0835,0.005,0.709,0.0889,0.504,179.853,230000
OneSki,Static,2021-09-09,1gCLyX2BjPbwsF6d2GTGuK,0.657,0.582,4,-7.947,0.0372,0.11,0,0.0986,0.899,140.773,127318
Pretty Vicious,Cave Song,2021-09-08,2lxqOVJzuS0s1SgulAvkav,0.472,0.922,9,-3.822,0.0837,0.000364,3.07e-06,0.286,0.456,104.872,141009
Piper Madison,Suicide Angel,2021-08-31,6kqKv5TQVEjIE7qV8Ebvvz,0.768,0.452,9,-9.96,0.0386,0.423,4.76e-06,0.0979,0.317,90.018,270237
Piper Madison,I Miss You,2021-08-31,3VaWiXFsHA6ydDFBvByKWs,0.646,0.372,4,-8.192,0.0317,0.448,5.87e-06,0.359,0.136,115.97,230557
Olivia Rodrigo,good 4 u,2021-08-30,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,0.154,0.335,0,0.0849,0.688,166.928,178147
Back to Yours,Space Cadette,2021-08-30,7KbDCwWR8hGR2tcZqdN2e6,0.442,0.537,11,-9.965,0.156,0.579,2.18e-06,0.117,0.715,95.112,198739
Scott Helman,Sweet Tooth,2021-08-21,2qROUDWN1RCJoyiVSr6ifm,0.695,0.896,1,-4.957,0.111,0.00405,2.58e-06,0.106,0.474,94.986,201524
Stephanie Mabey,The Zombie Song,2021-08-21,2bfNnO1OpLCxaDR73phdMk,0.742,0.439,4,-8.598,0.065,0.135,0,0.122,0.826,92.017,172820
Stephanie Mabey,The Zombie Song (Nightcore Version),2021-08-21,5FDvUcuOKzzndcCOSFZ5YP,0.796,0.376,8,-9.6,0.0494,0.188,0.000247,0.099,0.911,113.821,138000
Nico Collins,Our Way Out,2021-08-21,01WJWHv12F3nWeXGYsmOOs,0.565,0.881,4,-4.917,0.0839,0.237,0,0.34,0.457,118.055,243004
Sarah and the Safe Word,"You're All Scotch, No Soda",2021-08-21,0KQUv3uKAWTpFQEg837etN,0.616,0.715,6,-4.171,0.0524,0.0302,0,0.0541,0.742,104.018,172444
Etched in Blue,Wrapped Around Your Finger,2021-08-21,0EyATt55q2yRZEDgmNsXwp,0.583,0.793,9,-7.571,0.0299,0.000218,0.00278,0.709,0.538,124.848,190800
Penelope Scott,Feel Better,2021-08-21,6e0vjU61OuUzcqVKPEXHb4,0.594,0.335,4,-13.415,0.0513,0.747,0.0111,0.0976,0.343,87.49,252630
Bug Hunter,The Key to Being Lonely,2021-08-21,09vLZSOpT69M0wBBRTV1Pl,0.625,0.483,1,-9.617,0.0509,0.292,1.02e-05,0.0824,0.66,99.779,254000
Coyote Kid,Femme Fatale,2021-08-18,3LDvzgAmJELB2UWTsOgI4C,0.475,0.794,9,-5.499,0.0615,0.00524,0,0.204,0.759,158.027,199901
The 5:55,Want More of It,2021-08-18,1cEFO2gqCcoI1ZC2r0DMri,0.524,0.969,10,-3.552,0.195,0.00108,1.75e-05,0.285,0.578,96.992,187699
Hot Freaks,Baby Boy,2021-08-17,1Zt1jQzt4V4NnxcjOfU5cJ,0.39,0.937,1,-3.465,0.0639,0.0878,8.86e-06,0.376,0.722,165.415,171387
leo.,despair,2021-08-16,3aT3QJS8WONdQauzpWj1Qz,0.411,0.654,0,-6.701,0.0312,0.616,0.000114,0.329,0.495,174.019,175500
hometown & young,Dressed In Violets,2021-08-14,01XpSWkbgQSz4D2CntEzj1,0.569,0.685,9,-7.031,0.0393,0.00267,0,0.102,0.317,137.962,228000
Grace Victoria,Down in Virginia,2021-08-10,2LcIBxWOmnbGSfuqmP0wuG,0.653,0.507,7,-11.048,0.0447,0.486,0.000195,0.151,0.487,139.994,158338
Mother Mother,All Gone,2021-08-10,7dhqEFIZSPizXnXYp2KomW,0.551,0.68,6,-4.961,0.0314,0.0164,6.76e-05,0.209,0.382,132.711,225453
My Kid Brother,Native Tongue,2021-07-21,78xCNel2K7Dy7cFnP7uH6e,0.338,0.907,7,-3.909,0.113,0.00322,0.0269,0.0459,0.3,110.991,252040
Shoe,Egg,2021-07-17,5gVgacV1HPpSJ0l1f8GA9N,0.708,0.854,5,-5.671,0.0991,0.0443,6.63e-06,0.0652,0.614,111.91,222040
Fitz and The Tantrums,I Just Wanna Shine,2021-07-12,4GZ3YCkuH0VvTluVLwUp4g,0.705,0.918,6,-2.77,0.0684,0.04,9.3e-05,0.0803,0.546,92.511,207925
Bad Pony,Zombie,2021-07-06,57O8hs0hYqHKU6rXubIxag,0.333,0.756,0,-4.074,0.0558,0.00851,1.5e-05,0.409,0.489,137.87,258875
The Phantoms,Season of the Witch,2021-07-06,2ooJOD4gODGt9oSlP9Rz50,0.465,0.376,8,-10.065,0.0299,0.02,0.000119,0.109,0.075,88.164,241173
FOXTRAX,Grey Morning,2021-07-06,5f8voEjOep8VbMV4Ak2tmd,0.365,0.64,7,-6.835,0.0343,0.149,4.03e-05,0.56,0.131,127.868,189140
Dead Poet Society,CoDA,2021-07-04,3qqKs3rNe0l8WM0GlQ8A2h,0.608,0.625,3,-9.865,0.0568,0.00785,3.72e-06,0.0474,0.649,119.868,223750
Ferraro,wish you were gay,2021-07-03,2O6KLBlpLah2h3TwuADM4R,0.738,0.527,5,-5.762,0.0554,0.169,0,0.262,0.577,135.871,218300
Polite Fiction,Suzerainty,2021-07-03,5Vwvk3cnOXMFiOgblVqdVA,0.632,0.913,7,-5.567,0.0355,0.000583,0.00187,0.165,0.801,109.97,186653
Bantams,Honestly,2021-07-03,6vaYC0QW7vHOVeJZvwvVnK,0.628,0.863,2,-5.045,0.0284,0.237,2.56e-05,0.341,0.693,91.034,152979
Dionysia,Zombie,2021-07-03,5pBdV3q6fg5y9KEiBRufvx,0.602,0.79,11,-3.881,0.0314,0.237,0,0.0815,0.482,98.918,224158
*repeat repeat,Everybody's Falling In Love,2021-07-03,3eCTf7hnQQf1fq0jNd8xQd,0.476,0.911,11,-7.412,0.0508,0.00176,0.0971,0.629,0.783,167.635,161820
GRMLN,27 Kids,2021-07-02,7f7MYbx4pfkYtTgIfTjuE6,0.595,0.882,1,-4.889,0.101,0.0316,0,0.243,0.922,93.989,140557
Eminem,Lose Yourself,2021-07-02,77Ft1RJngppZlq59B6uP0z,0.689,0.735,2,-4.545,0.267,0.00922,0.00072,0.365,0.059,171.403,320627
Mother Mother,Hayloft,2021-07-02,2kS6td1yvmpNgZTt1q5pQq,0.527,0.922,9,-2.666,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680
Maroon 5,This Love,2021-06-28,6ECp64rv50XVz93WvxXMGF,0.712,0.862,5,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,206200
Jukebox The Ghost,It's No Secret,2021-06-28,6Jp6vmftqefwQ9em3eaZvu,0.579,0.963,11,-3.277,0.0792,0.00104,0.000404,0.166,0.82,150.003,131013
Anthony Amorim,She Doesn't Sleep,2021-06-13,1WN5ocXadmLymyf4UMGNX1,0.731,0.45,0,-8.551,0.0356,0.549,0,0.228,0.11,117.125,209743
Hotel Mira,Jungle,2021-06-13,3Tb5E58HovZ3EGQI62QDpG,0.662,0.8,9,-5.232,0.0482,0.00107,0.00234,0.071,0.667,123.037,197603
Electric Light Orchestra,Mr. Blue Sky,2021-06-12,2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373
The Littlest Man Band,Always Sayin',2021-06-05,6QbuMwS95wYnh3Q5DYxVSp,0.564,0.714,9,-5.253,0.0719,0.0317,4.61e-05,0.0762,0.221,137.792,353907
WDL,Monster vs. Angel,2021-06-03,0ivRFUmWGpn7dplhR3qy1u,0.544,0.563,3,-5.674,0.0397,0.861,0.536,0.148,0.312,140.393,205897
Rob Cantor,I'm Gonna Win,2021-06-03,6bWP2PGRjyRjbHTdnMRDk9,0.606,0.622,9,-7.751,0.0359,0.125,1.1e-06,0.0798,0.907,87.635,158360
Piper Madison,Good Gone Bad,2021-06-02,7tfb2oEAF7zjrYGcflV7j2,0.75,0.636,7,-7.635,0.0368,0.301,0.00186,0.119,0.461,136.007,209996
Swimming With Bears,Keep Smiling,2021-06-02,0XlFZUCWKvL3nQgnllfWH7,0.695,0.788,11,-5.946,0.0314,0.00284,1.87e-06,0.13,0.896,125.063,181200
Will Wood and the Tapeworms,"Skeleton Appreciation Day in Vestal, N.Y. (Bones) [Remastered]",2021-06-02,7cMDojzOrhKGFmvGbdjZmN,0.617,0.718,0,-5.538,0.0535,0.539,7.24e-06,0.121,0.57,121.741,244562
My Chemical Romance,Teenagers,2021-06-02,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,0.0632,0.0506,0,0.184,0.856,111.647,161920
Brick + Mortar,Terrible Things,2021-06-02,7Dgt0TvvmEnKMRBoU8GF3C,0.512,0.915,7,-4.855,0.134,0.126,6.75e-05,0.375,0.383,150.038,233067
The People's Thieves,Falling Off,2021-06-02,6R1uqxb6Nw5DTXAsu5ZnSd,0.634,0.486,0,-11.038,0.0634,0.552,2.67e-05,0.0645,0.357,169.937,264880
"Clans, Marathon",Mrs. Fahrenheit,2021-06-02,5zn0l1wZUwIPmwvg3WuRWD,0.551,0.804,7,-8.196,0.0428,0.0182,0.171,0.419,0.401,128.0,171562
The Pale White,Swim For Your Life,2021-06-02,5GuLKwgYs2odLi5LwK6oKA,0.31,0.806,8,-4.936,0.126,0.00739,0,0.177,0.432,202.078,262842
The Happy Fits,Best Tears,2021-06-02,7nF74JcG12aaD8lV9SJVTu,0.415,0.702,2,-3.73,0.04,0.109,0,0.119,0.68,129.683,158533
Andy Grammer,Sinner,2021-06-02,4yLoZbvsw3UXMgOgylYgQn,0.636,0.787,2,-6.584,0.0306,0.00319,0,0.163,0.351,111.983,220728
Us The Duo,Missin' You Like Crazy,2021-06-02,51mwvxRXUktJYBXqq9uXuo,0.742,0.302,10,-9.596,0.0398,0.607,0,0.101,0.438,78.505,206147
Your Neighbors,Chicken,2021-06-02,7fPUzdTdRD8xIJUOq0uX6n,0.572,0.759,10,-8.19,0.0583,0.0303,0,0.56,0.662,93.025,207849
Autoheart,My Hallelujah,2021-06-02,6S7PAa6yVZE5jT1V6ABMJr,0.73,0.725,7,-7.657,0.0369,0.389,0.00282,0.0942,0.581,119.967,251760
Crash Adams,Caroline,2021-05-31,6XsHCb84EyPvLvWFpVqZay,0.671,0.771,0,-5.12,0.0321,0.00486,0,0.127,0.528,123.994,200338
Statues of Cats,Animals Crying,2021-05-31,7jcyNujk930heX1fzSumn3,0.535,0.557,11,-7.712,0.0437,0.124,0.00539,0.383,0.383,94.763,304937
Sir Chloe,Animal,2021-05-31,1iBljl6IFBU6OkUMJVKMbn,0.495,0.457,7,-6.072,0.0306,0.407,1.25e-06,0.142,0.342,82.825,160519
Florence + The Machine,Bird Song,2021-05-31,6EfZCB2wudriyD1vDjuAZ9,0.458,0.526,0,-6.811,0.0656,0.748,0.00022,0.186,0.253,119.871,175440
Wild Ire,Ragtime Gal,2021-05-25,1AXtXQ0xkru612uLjma2iP,0.395,0.756,9,-6.889,0.423,0.0999,3.32e-06,0.621,0.434,175.937,271528
The Fratellis,Henrietta,2021-05-22,4kiMvD7yPec5viFrCQDiYK,0.608,0.955,6,-3.361,0.0779,0.0212,0,0.133,0.879,122.447,211627
Miracle Musical,Labyrinth,2021-05-17,0L7MpEwFgZRP5rFdXOYaRT,0.496,0.803,1,-6.234,0.0498,0.0214,0.000734,0.328,0.318,126.885,152746
Attica Riots,No Hands,2021-05-17,06sjLQOl9L7XQsSYxXP9x8,0.736,0.779,11,-4.53,0.0334,0.000589,8.69e-06,0.36,0.904,126.021,223386
Cojum Dip,"Waltz in E-Major, Op. 15 ""Moon Waltz""",2021-05-15,7HZ6Ofd1vedQgESGo03MYn,0.418,0.612,4,-7.522,0.0278,0.0466,0.00279,0.372,0.411,89.968,287749
The Orion Experience,S.T.A.R. Child,2021-05-15,5JTmCAXcT455WwZjM7rluw,0.596,0.933,7,-4.82,0.0364,0.000122,0.0246,0.145,0.6,116.009,220117
Scissor Sisters,I Can't Decide,2021-04-30,1zyGFId8xHOcRmCmehrwlc,0.69,0.795,3,-4.956,0.0312,0.255,0,0.202,0.872,96.99,166573
littleDEATH,Losemyhead,2021-04-23,6OMYrlY0ioFeC0y3SUjNLp,0.551,0.907,7,-4.839,0.0689,0.00173,0,0.206,0.933,147.955,198840
MC Frontalot,Stoop Sale,2021-04-18,54dTPZWWTfh93Ko5muLgsC,0.752,0.807,1,-4.694,0.331,0.366,0,0.246,0.928,94.242,211650
The Blake Robinson Synthetic Orchestra,An Unhealthy Obsession,2021-04-17,43FkY9svV70r8PmBL7ypUh,0.761,0.529,1,-9.46,0.0367,0.175,0,0.0776,0.855,95.004,178351
Griffinilla,Stay Calm (feat. Jeff Burgess),2021-04-17,1uEirYIgTtCnojbufoer37,0.838,0.619,0,-6.906,0.0686,0.0133,7.54e-05,0.342,0.859,114.021,181069
Sir Chloe,Michelle,2021-04-17,48rZVgAGm0OlbbxjikCpqm,0.366,0.439,4,-5.238,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,214088
Teddy Hyde,Sex with a Ghost,2021-04-16,1Y2583xYzwiEXDetAB7H1Q,0.48,0.329,11,-12.487,0.0329,0.874,0.00165,0.244,0.385,80.375,240230
Hello Atlantic,Night Life,2021-04-02,4NnIvmE64cmVSAwuOhPfYf,0.424,0.83,1,-5.16,0.12,0.0967,0,0.0996,0.474,199.742,186642
The Real Zebos,Rock Star Skinny,2021-03-31,65tObqreCtRiTJW8dUjIdI,0.617,0.75,5,-5.559,0.0341,0.00177,7.74e-06,0.0584,0.656,144.854,278133
The Scary Jokes,Community Gardens,2021-03-24,2hKtLq0OFHoK7ftAqn456x,0.403,0.328,10,-11.369,0.181,0.736,7.83e-06,0.82,0.609,189.485,164598
Penelope Scott,Sweet Hibiscus Tea,2021-03-20,4ZUv5GgKcziw6ZjyxUfudU,0.648,0.22,5,-10.735,0.0503,0.868,0,0.291,0.614,110.706,145344
The Happy Fits,Dirty Imbecile,2021-03-18,5erGUceK8ieHWtTXdnGP65,0.834,0.531,3,-10.45,0.16,0.48,0,0.0957,0.39,99.999,239612
Piper Madison,Phonograph,2021-03-18,4V6skaUjH9nHd6J4YHC7NZ,0.381,0.82,2,-6.549,0.0692,0.132,0,0.0888,0.219,164.052,158820
The Scary Jokes,Community Gardens,2021-03-08,2x90QLkIofZxBusyh4umob,0.555,0.313,10,-9.353,0.0786,0.829,0.00118,0.206,0.646,189.853,146330
fin,Ship in a Bottle,2021-03-06,7EioHGLoCcjuIgQwKh8O8H,0.397,0.727,2,-7.358,0.0709,0.33,0,0.0812,0.42,108.005,314047
The Altogether,Five Minutes,2021-03-01,4t2DRCAa7NekMqtXbQj1Eo,0.442,0.547,4,-7.438,0.0624,0.19,0,0.34,0.575,188.109,216629
Bear Ghost,Funkle Phil,2021-03-01,1hcJchgEj5GttqjHvte7nP,0.674,0.672,8,-6.56,0.0783,0.0113,0,0.0866,0.662,98.021,187153
April Smith and the Great Picture Show,Colors,2021-03-01,4M7z4iHTPyg8rbKdHQspkb,0.702,0.69,2,-5.776,0.194,0.0497,0,0.0608,0.709,201.99,161827
Andy Leon,Blame,2021-02-26,0qMn1sVqPfs08EyzgZigXZ,0.477,0.258,4,-10.793,0.0425,0.94,0,0.169,0.562,99.909,221920
Bug Hunter,Making up Words,2021-02-26,5FdfVmRkshH3zS1c8DSvI0,0.847,0.676,11,-9.324,0.0373,0.0896,4.19e-06,0.101,0.76,104.995,190000
Motherfolk,Kill the Sun,2021-02-23,34uXlhi3eN9jpO95CgeV0o,0.499,0.786,7,-6.03,0.0574,0.0938,0,0.259,0.422,97.014,208773
Johnny Hollow,Bloodsuckers,2021-02-22,2Jok5Npfn0LOIHw3GYMim0,0.654,0.527,5,-9.058,0.0307,0.465,0.000132,0.132,0.444,130.091,156017
AlicebanD,Turn Around,2021-02-21,7B3xXuD1chf35OoGeD9vUe,0.415,0.418,8,-12.798,0.143,0.123,6.82e-05,0.168,0.71,187.879,196859
Vagabond Opera,Farewell Kabarista,2021-02-21,1FsbBtm7Bscc23ZSAN4Z7m,0.627,0.465,9,-10.354,0.0857,0.518,0,0.266,0.668,123.543,290227
Stephanie Mabey,Heart-Shaped Hologram,2021-02-19,16dn8Dkyjfg3hngV63s5IC,0.634,0.452,4,-10.393,0.0492,0.365,1.82e-06,0.104,0.352,140.108,207813
Panic! At The Disco,The Ballad of Mona Lisa,2021-02-17,5rLi8B8qgk6qThwRnKHW2P,0.436,0.893,9,-4.18,0.0556,0.000362,0,0.103,0.0794,124.113,226680
Shayfer James,Mercy Down,2021-02-14,4SiGXrytSA6LQAZOcowwPF,0.557,0.804,7,-5.043,0.0778,0.372,4.23e-06,0.355,0.387,95.029,221480
The Hush Sound,Sweet Tangerine,2021-02-14,3fMxeVaHO93ENmGJtNwpfm,0.546,0.851,0,-5.402,0.0367,0.169,0,0.334,0.751,144.007,183227
The Crane Wives,Can't Go Back,2021-02-14,7s4ibQUQeDHKo3CDYk4E3b,0.443,0.265,7,-11.287,0.027,0.418,0.0459,0.0854,0.11,96.819,287280
Busted,Year 3000,2021-02-13,0ahXguyuTwD1gqpWKYqWYO,0.593,0.855,11,-6.679,0.0365,0.000214,0,0.11,0.832,107.025,196013
Cojum Dip,134340 Pluto,2021-02-13,4y68MbR4SBc8UcnvQgzvdA,0.552,0.841,0,-6.571,0.0323,0.00101,0,0.0394,0.52,95.026,222216
Teddy Hyde,Sex with a Ghost,2021-02-09,1baoZlq32nBee9tcYbQYxV,0.478,0.33,11,-12.4,0.0339,0.862,0.00113,0.176,0.413,79.484,232812
The Crane Wives,Allies or Enemies,2021-02-09,54vgfSw1eOMiypSfatl38M,0.539,0.636,0,-10.3,0.0421,0.58,8.16e-06,0.207,0.492,108.18,182533
The Orion Experience,The Cult of Dionysus,2021-02-09,08KTQSs3ickNki7FFTb6fY,0.661,0.836,1,-4.079,0.0297,0.00615,0,0.032,0.799,137.507,187385
Penelope Scott,Rät,2021-02-09,25z6kpmIwkCUqk2IORrJ5v,0.591,0.45,5,-13.291,0.26,0.312,0.000116,0.147,0.304,144.201,194165
Kim Tillman,Evelyn,2021-02-09,7IxAZG49yA14FHkFADeseO,0.738,0.799,1,-4.152,0.0288,0.327,0.341,0.104,0.718,110.051,240129
Pepper Coyote,When I Die,2021-02-09,7FtoIzR0qkMHlbF6I7dF37,0.563,0.501,2,-11.504,0.0345,0.597,1.54e-06,0.0906,0.631,106.423,194187
Tauese Tofa,Burn It Down,2021-02-08,1uzxsejc3JCn80uhsUeUME,0.588,0.522,9,-6.516,0.0288,0.175,0.000388,0.0631,0.276,140.03,229732
AlicebanD,...like Global Warming,2021-02-05,3TgkY9Q6bmpHHfNnBFfUr2,0.638,0.695,3,-12.032,0.0804,0.154,0,0.0789,0.551,137.876,135706
Steam Powered Giraffe,Olly and the Equinox Band,2021-02-05,0UN9KxNzBC2dPrM4Tj3Oem,0.609,0.644,2,-5.735,0.0529,0.151,0,0.25,0.473,112.981,336160
Shoe,Girls and Their Bits,2021-02-02,2CVNN1J71QYWd1TfCKmeze,0.448,0.73,11,-4.01,0.0339,0.000595,0.0245,0.277,0.47,137.197,285893
Train,50 Ways to Say Goodbye,2021-02-02,2NniAhAtkRACaMeYt48xlD,0.591,0.935,6,-2.664,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947
AlicebanD,Right to Die,2021-01-27,71PSzPFKwELTXp0dnN4RYs,0.72,0.617,0,-7.977,0.0371,0.649,3.44e-06,0.0984,0.637,115.04,170504
Dirt Poor Robins,Great Vacation,2021-01-26,1Ff8faCk5h44MadoIExxF4,0.329,0.511,6,-6.249,0.0471,0.259,0.000121,0.531,0.359,77.006,287719
AlicebanD,Trouble,2021-01-25,7G2t8Rctc8hIQ1gybbXBGl,0.664,0.412,5,-12.536,0.0663,0.112,0,0.106,0.495,102.138,184000
Kabaret Sybarit,Rattlesnake,2021-01-23,0jLXCr4iz0e2aw0zcOlPxA,0.769,0.694,8,-5.713,0.0383,0.212,0,0.0646,0.766,110.013,238493
Bitter Ruin,Trust (Official Single 2011),2021-01-23,00njC7z8VueQYFKUg4eqWE,0.625,0.507,1,-6.776,0.0448,0.775,0,0.101,0.547,132.836,178747
AlicebanD,Home,2021-01-22,1gHod72UWp4w7pAYbOBzVi,0.499,0.501,2,-8.498,0.244,0.251,0.00801,0.103,0.605,138.618,192190
Abney Park,Until the Day You Die,2021-01-21,2q5uzp9EyiQmctHgx7VOre,0.545,0.799,4,-6.434,0.172,0.57,0.871,0.569,0.774,111.026,166280
Kid Kasino,Len the 3 Legged Dancer,2021-01-21,0DDQXnLUZvx5mHe1g4Z0C8,0.803,0.869,8,-3.834,0.0784,0.111,0,0.0799,0.777,112.011,215357
Bear Ghost,Big Town Banky Blaine's Rockabilly BBQ,2021-01-21,2QyKgIbQmuyzFIE65NQJne,0.646,0.958,6,-3.668,0.15,0.032,4.88e-06,0.174,0.597,135.045,225711
The Crane Wives,Metaphor,2021-01-19,2YCXrcSkNQtymvzWtwNYdo,0.644,0.51,8,-9.274,0.062,0.494,3.2e-05,0.252,0.437,79.071,185227
Steam Powered Giraffe,I'll Rust With You,2021-01-19,3Isy8p53mZTC5xBYZIHOu1,0.467,0.818,5,-3.948,0.0618,0.569,0,0.165,0.412,91.999,222391
The Real Tuesday Weld,Me and Mr Wolf,2021-01-19,1v6IAzMitH1xrFEZLQmmRN,0.819,0.806,4,-7.891,0.0366,0.105,0.0318,0.131,0.891,125.01,264387
This Way To The Egress,6 Count Swing,2021-01-19,1hrTbdDgxlNDXm7EdfqYT1,0.464,0.638,9,-5.43,0.0433,0.563,0,0.577,0.552,97.179,220864
The Correspondents,Fear & Delight,2021-01-17,7zyqJJ0QwajaHaPLCqZFXN,0.705,0.869,10,-5.901,0.0519,0.0155,6.2e-06,0.107,0.535,101.983,193800
Caravan of Thieves,Eat You,2021-01-17,2OU68WFzj86S1PwKgfzHEC,0.512,0.76,8,-5.257,0.172,0.492,1.35e-06,0.464,0.804,183.873,232440
The Hoosiers,Worried About Ray,2021-01-17,6iEJ90sA52ES12sTH5WI8X,0.493,0.805,9,-3.609,0.0302,0.00204,0,0.0921,0.598,174.095,166787
AlicebanD,Saddam,2021-01-16,2v1Wuvc49UjrYVzjEixs0P,0.575,0.742,11,-6.49,0.0293,0.345,4.35e-05,0.163,0.696,137.114,93205
Steam Powered Giraffe,Malfunction,2021-01-16,4Lwp7peE8Qxr9HZYZjXKVx,0.275,0.645,1,-4.386,0.0377,0.0725,0,0.0685,0.552,139.043,275000
Dazey and the Scouts,Wet,2021-01-16,1pMEVQiiBtlhBjRxOVqVVH,0.49,0.934,9,-5.06,0.05,0.0206,7.24e-06,0.755,0.62,95.839,170931
Elizabeth & the Catapult,Underwater,2021-01-16,26rxFMif4IaDT9IkdgegBQ,0.676,0.789,9,-5.91,0.0362,0.181,0.00237,0.226,0.594,121.277,242403
Ricky Montgomery,Get Used to It,2021-01-15,5wvkQjrTeQn1Oc4KYoNtnX,0.706,0.87,9,-5.676,0.0446,0.0026,2.06e-06,0.0736,0.562,122.068,235333
Rasputina,Holocaust of Giants,2021-01-14,1PkWbS8BlNKVdCYb571fy2,0.245,0.587,5,-6.781,0.042,0.00251,5.23e-06,0.0837,0.373,180.073,180107
Blue Kid,Can You Keep Up,2021-01-14,7GOmRKDY8jSq1h9rdUJskl,0.78,0.749,5,-3.343,0.142,0.817,0,0.184,0.582,120.092,191112
AlicebanD,Maria,2021-01-13,1Ez995kTIvZ5rnPNrRl76l,0.49,0.527,6,-7.209,0.0655,0.0688,6.87e-05,0.109,0.38,148.154,238494
Wicked Shallows,Devils Point,2021-01-12,0eiUXFrvWztABmiEK2meg0,0.538,0.883,11,-5.05,0.0436,0.0711,0,0.115,0.635,109.984,269156
The Vincent Black Shadow,Stupid Intruders,2021-01-11,77cmwGq3qcgw0XU4ny1faL,0.514,0.881,2,-4.402,0.054,0.015,0,0.336,0.68,171.982,193040
The Crane Wives,Curses,2021-01-11,7wjmdC4OL3l1nh9zQwCpv8,0.363,0.716,11,-6.823,0.111,0.482,5.06e-06,0.0189,0.581,190.965,228853
AlicebanD,Fire With Fire,2021-01-11,2sWVKWb6hxcjOqb0m4KYMK,0.475,0.543,10,-6.798,0.0458,0.206,0.00106,0.234,0.38,128.826,176815
The Crane Wives,Take Me to War (Live),2021-01-11,2xkaif8YfSnfK8tf4NJ8mE,0.624,0.499,9,-9.979,0.0519,0.315,0,0.1,0.608,106.668,221141
Elizabeth & the Catapult,Momma's Boy,2021-01-08,6r7PIUiIJZIcIB8FYiN3KC,0.69,0.533,7,-4.809,0.0279,0.559,2.93e-05,0.106,0.528,90.928,170133
Autoheart,Moscow,2021-01-08,4ylE1Sl2wohbCvToD1fHsl,0.715,0.611,0,-8.302,0.0324,0.183,8.51e-06,0.0786,0.817,103.987,234572
